Hour,Bus,Load,Voltage,Carbon Intensity,Generation,Cost,Emissions
5,37,-0.0,-1.1044190502288984,,0.0,0.0,0.0
5,38,-0.0,-6.08783799194498,,0.0,0.0,0.0
5,39,-0.0,-7.358675034847693,,0.0,0.0,0.0
5,40,-245.5714283924309,-9.354881883089547,,0.0,0.0,0.0
5,41,-278.2536097317201,-8.34417292616854,,0.0,0.0,0.0
5,42,-0.0,-3.46550059816218,,100.0,1676.2466,22117.258754613464
5,43,-323.09852691120034,-9.162612110580085,,0.0,0.0,0.0
5,44,-30.613688849460726,15.607484570718952,,0.0,0.0,0.0
5,45,-0.0,-9.948233790812083,,19.68250085548391,545.34368104292,7195.544679296982
5,46,-340.3083844265729,-10.172998788795667,,0.0,0.0,0.0
5,47,-287.61146975570387,6.649889028107282,,0.0,0.0,0.0
5,48,-0.0,26.628304922836833,,0.0,0.0,0.0
5,49,-0.0,-1.1635221279866528,,0.0,0.0,0.0
5,50,-0.0,-6.024845389823895,,0.0,0.0,0.0
5,51,-0.0,-0.7362282796821091,,0.0,0.0,0.0
5,52,-184.2613109939163,-4.384854277930572,,0.0,0.0,0.0
5,53,-0.0,1.095683972016559,,0.0,0.0,0.0
5,54,-0.0,-0.7362282796821091,,0.0,0.0,0.0
5,55,456.66,-4.76630331837805,,0.0,0.0,0.0
5,56,-0.0,19.17026529884606,,1200.0,10077.9996,0.0
5,57,-0.0,-4.141258856834611,,0.0,0.0,0.0
5,58,-294.53678261164947,1.6625775127322413,,0.0,0.0,0.0
5,59,-0.0,2.341995964627131,,0.0,0.0,0.0
5,60,-0.0,18.72863904153928,,0.0,0.0,0.0
5,61,-270.47607796996516,-5.223571849041036,,0.0,0.0,0.0
5,62,-0.0,-5.774143224829459,,0.0,0.0,0.0
5,63,-0.0,8.119085157217341,,0.0,0.0,0.0
5,64,-0.0,-5.892688988082227,,0.0,0.0,0.0
5,65,-0.0,-6.08783799194498,,100.0,2076.0836999999997,27392.914854613467
5,66,179.73,2.826483872020617,,0.0,0.0,0.0
